biol_rep;cultivation_method;damage;cell_amount;timepoint;deltaCt;gene
1;0;1;3.2;0;4.430236;CYP1A1
1;0;1;0.65;0;4.4511255;CYP1A1
1;0;1;0.13;0;4.459292375;CYP1A1
1;0;1;0.026;0;4.71610775;CYP1A1
1;0;0;3.2;0;4.887777625;CYP1A1
1;0;0;0.65;0;4.42609875;CYP1A1
1;0;0;0.13;0;4.358619;CYP1A1
1;0;0;0.026;0;4.61320775;CYP1A1
1;0;0;0.0052;0;4.2940465;CYP1A1
2;0;1;3.2;0;5.805325;CYP1A1
2;0;1;0.65;0;6.49020325;CYP1A1
2;0;1;0.13;0;6.48492475;CYP1A1
2;0;0;3.2;0;6.995468;CYP1A1
2;0;0;0.65;0;7.3346945;CYP1A1
2;0;0;0.13;0;8.444663;CYP1A1
2;0;0;0.026;0;7.695953;CYP1A1
2;0;0;0.0052;0;5.42064225;CYP1A1
1;1;1;3.25;0;10.6541875;CYP1A1
1;1;1;0.65;0;8.55720775;CYP1A1
1;1;0;3.25;0;10.59209225;CYP1A1
1;1;0;0.65;0;7.87962925;CYP1A1
1;0;1;3.2;1;10.168244;CYP1A1
1;0;1;0.65;1;10.04276825;CYP1A1
1;0;1;0.13;1;8.340978375;CYP1A1
1;0;1;0.026;1;7.73090425;CYP1A1
1;0;0;3.2;1;11.46756575;CYP1A1
1;0;0;0.65;1;10.50895125;CYP1A1
1;0;0;0.13;1;9.65858825;CYP1A1
1;0;0;0.026;1;7.94630075;CYP1A1
2;0;1;3.2;1;6.25448425;CYP1A1
2;0;1;0.65;1;6.10001425;CYP1A1
2;0;1;0.13;1;5.8603595;CYP1A1
2;0;1;0.026;1;5.640076125;CYP1A1
2;0;0;3.2;1;5.97494775;CYP1A1
2;0;0;0.65;1;6.79888225;CYP1A1
2;0;0;0.13;1;7.5276065;CYP1A1
2;0;0;0.026;1;6.66623;CYP1A1
2;0;0;0.0052;1;5.167876;CYP1A1
3;0;1;3.2;0;5.7744475;CYP1A1
3;0;1;0.65;0;4.839344625;CYP1A1
3;0;1;0.13;0;4.176695625;CYP1A1
3;0;1;0.026;0;3.742109;CYP1A1
3;0;0;3.2;0;5.6350615;CYP1A1
3;0;0;0.65;0;5.24819325;CYP1A1
3;0;0;0.13;0;4.75089475;CYP1A1
3;0;0;0.026;0;4.65293525;CYP1A1
3;0;0;0.0052;0;4.07392375;CYP1A1
1;1;1;3.25;1;10.152222;CYP1A1
1;1;1;0.65;1;9.618642125;CYP1A1
1;1;1;0.13;1;6.89775125;CYP1A1
1;1;0;3.25;1;10.39571625;CYP1A1
1;1;0;0.65;1;10.07997375;CYP1A1
1;1;0;0.13;1;7.23490225;CYP1A1
3;0;1;3.2;1;8.71686575;CYP1A1
3;0;1;0.65;1;10.4760785;CYP1A1
3;0;1;0.13;1;7.73642225;CYP1A1
3;0;1;0.026;1;8.76793875;CYP1A1
3;0;1;0.0052;1;9.40787225;CYP1A1
3;0;0;3.2;1;10.4126775;CYP1A1
3;0;0;0.65;1;10.79000125;CYP1A1
3;0;0;0.13;1;11.11251775;CYP1A1
3;0;0;0.026;1;9.8908885;CYP1A1
3;0;0;0.0052;1;8.466695625;CYP1A1
4;0;1;3.2;0;10.95296325;CYP1A1
4;0;1;0.65;0;9.620306;CYP1A1
4;0;1;0.13;0;9.62527325;CYP1A1
4;0;1;0.026;0;8.43509725;CYP1A1
4;0;1;0.0052;0;7.650556625;CYP1A1
4;0;0;3.2;0;11.85303825;CYP1A1
4;0;0;0.65;0;10.39697275;CYP1A1
4;0;0;0.13;0;9.902542;CYP1A1
4;0;0;0.026;0;8.522139;CYP1A1
4;0;0;0.0052;0;7.090269;CYP1A1
2;1;1;3.25;0;10.091402;CYP1A1
2;1;1;1.3;0;9.419884;CYP1A1
2;1;1;0.65;0;9.172017875;CYP1A1
2;1;1;0.325;0;7.403834;CYP1A1
2;1;0;3.25;0;10.37370375;CYP1A1
2;1;0;1.3;0;9.73179625;CYP1A1
2;1;0;0.65;0;9.26286225;CYP1A1
2;1;0;0.325;0;7.7275535;CYP1A1
4;0;1;3.2;1;8.34841825;CYP1A1
4;0;1;0.65;1;10.16556675;CYP1A1
4;0;1;0.13;1;9.495137875;CYP1A1
4;0;1;0.026;1;8.3315445;CYP1A1
4;0;0;3.2;1;8.62934325;CYP1A1
4;0;0;0.65;1;10.30475075;CYP1A1
4;0;0;0.13;1;10.37357475;CYP1A1
4;0;0;0.026;1;8.183841;CYP1A1
4;0;0;0.0052;1;7.41558525;CYP1A1
2;1;1;3.25;1;6.9528555;CYP1A1
2;1;1;1.3;1;7.295304;CYP1A1
2;1;1;0.65;1;7.947671875;CYP1A1
2;1;1;0.325;1;7.008575;CYP1A1
2;1;1;0.13;1;5.1304025;CYP1A1
2;1;0;3.25;1;7.3055755;CYP1A1
2;1;0;1.3;1;7.10887975;CYP1A1
2;1;0;0.65;1;8.63514025;CYP1A1
2;1;0;0.325;1;7.9039065;CYP1A1
2;1;0;0.13;1;4.97642425;CYP1A1
3;1;1;3.25;0;9.93093375;CYP1A1
3;1;1;1.3;0;9.27573775;CYP1A1
3;1;1;0.65;0;8.74059325;CYP1A1
3;1;1;0.325;0;7.66975625;CYP1A1
3;1;1;0.13;0;6.677786;CYP1A1
3;1;0;3.25;0;10.15205675;CYP1A1
3;1;0;1.3;0;8.695051;CYP1A1
3;1;0;0.65;0;8.966322375;CYP1A1
3;1;0;0.325;0;7.135224;CYP1A1
3;1;0;0.13;0;6.58591175;CYP1A1
5;0;1;3.2;0;9.60486075;CYP1A1
5;0;1;0.65;0;10.0183705;CYP1A1
5;0;1;0.13;0;9.7161425;CYP1A1
5;0;1;0.026;0;7.8959815;CYP1A1
5;0;1;0.0052;0;6.8845705;CYP1A1
5;0;0;3.2;0;10.0605;CYP1A1
5;0;0;0.65;0;9.845336;CYP1A1
5;0;0;0.13;0;9.61881325;CYP1A1
5;0;0;0.026;0;7.3115985;CYP1A1
5;0;0;0.0052;0;6.76785625;CYP1A1
3;1;1;3.25;1;8.250771125;CYP1A1
3;1;1;1.3;1;10.00806075;CYP1A1
3;1;1;0.65;1;9.16381175;CYP1A1
3;1;1;0.325;1;8.822193;CYP1A1
3;1;1;0.13;1;6.8910135;CYP1A1
3;1;0;3.25;1;8.8540655;CYP1A1
3;1;0;1.3;1;9.244536;CYP1A1
3;1;0;0.65;1;9.539952;CYP1A1
3;1;0;0.325;1;8.20643075;CYP1A1
3;1;0;0.13;1;7.1972995;CYP1A1
5;0;1;3.2;1;10.71069725;CYP1A1
5;0;1;0.65;1;9.80105975;CYP1A1
5;0;1;0.13;1;10.54310275;CYP1A1
5;0;1;0.026;1;8.2696575;CYP1A1
5;0;1;0.0052;1;5.9485385;CYP1A1
5;0;0;3.2;1;11.02643025;CYP1A1
5;0;0;0.13;1;10.82226575;CYP1A1
5;0;0;0.026;1;8.5589915;CYP1A1
5;0;0;0.0052;1;6.485904625;CYP1A1
4;1;1;3.25;0;10.0835285;CYP1A1
4;1;1;1.3;0;8.37022725;CYP1A1
4;1;1;0.65;0;7.7655735;CYP1A1
4;1;1;0.325;0;6.402506;CYP1A1
4;1;0;3.25;0;10.5603815;CYP1A1
4;1;0;1.3;0;8.2924185;CYP1A1
4;1;0;0.65;0;6.92039125;CYP1A1
4;1;0;0.325;0;5.442655;CYP1A1
4;1;1;3.25;1;9.20473425;CYP1A1
4;1;1;1.3;1;9.46493725;CYP1A1
4;1;1;0.65;1;7.838161375;CYP1A1
4;1;1;0.325;1;7.664885;CYP1A1
4;1;0;3.25;1;8.6468245;CYP1A1
4;1;0;1.3;1;9.9087595;CYP1A1
4;1;0;0.65;1;9.41802225;CYP1A1
4;1;0;0.325;1;8.35174125;CYP1A1
4;1;0;0.13;1;6.69457;CYP1A1
5;1;1;3.25;0;8.22146075;CYP1A1
5;1;1;1.3;0;8.21812025;CYP1A1
5;1;1;0.65;0;7.21111775;CYP1A1
5;1;0;3.25;0;8.6428015;CYP1A1
5;1;0;1.3;0;8.36205225;CYP1A1
5;1;0;0.65;0;8.2074365;CYP1A1
5;1;0;0.325;0;7.06251575;CYP1A1
5;1;1;3.25;1;10.8625705;CYP1A1
5;1;1;1.3;1;10.47823925;CYP1A1
5;1;1;0.65;1;8.132015625;CYP1A1
5;1;1;0.325;1;7.37906475;CYP1A1
5;1;0;3.25;1;11.73121575;CYP1A1
5;1;0;1.3;1;9.722775;CYP1A1
5;1;0;0.65;1;8.762284;CYP1A1
5;1;0;0.325;1;7.291115;CYP1A1
1;0;1;3.2;0;6.1445735;CYP1A2
1;0;1;0.65;0;6.0718845;CYP1A2
1;0;1;0.13;0;6.290911875;CYP1A2
1;0;1;0.026;0;6.10361425;CYP1A2
1;0;0;3.2;0;6.607418125;CYP1A2
1;0;0;0.65;0;5.74610775;CYP1A2
1;0;0;0.13;0;5.865104;CYP1A2
1;0;0;0.026;0;6.23172725;CYP1A2
1;0;0;0.0052;0;6.515839;CYP1A2
2;0;1;3.2;0;6.949551;CYP1A2
2;0;1;0.65;0;7.04969725;CYP1A2
2;0;1;0.13;0;7.14520575;CYP1A2
2;0;0;3.2;0;7.481081;CYP1A2
2;0;0;0.65;0;7.529233;CYP1A2
2;0;0;0.13;0;8.2784605;CYP1A2
2;0;0;0.026;0;8.049422;CYP1A2
2;0;0;0.0052;0;6.76899475;CYP1A2
1;1;1;3.25;0;10.8276025;CYP1A2
1;1;1;0.65;0;7.36343975;CYP1A2
1;1;0;3.25;0;10.35841275;CYP1A2
1;1;0;0.65;0;6.60371225;CYP1A2
1;0;1;3.2;1;8.929459;CYP1A2
1;0;1;0.65;1;8.58078625;CYP1A2
1;0;1;0.13;1;7.100928875;CYP1A2
1;0;1;0.026;1;6.97267975;CYP1A2
1;0;0;3.2;1;10.61290125;CYP1A2
1;0;0;0.65;1;8.93564375;CYP1A2
1;0;0;0.13;1;7.41427125;CYP1A2
1;0;0;0.026;1;6.56707125;CYP1A2
2;0;1;3.2;1;6.75038375;CYP1A2
2;0;1;0.65;1;6.69735425;CYP1A2
2;0;1;0.13;1;6.252698;CYP1A2
2;0;1;0.026;1;6.199443125;CYP1A2
2;0;0;3.2;1;5.70318025;CYP1A2
2;0;0;0.65;1;7.03984875;CYP1A2
2;0;0;0.13;1;7.9944375;CYP1A2
2;0;0;0.026;1;7.664979;CYP1A2
2;0;0;0.0052;1;7.086729;CYP1A2
3;0;1;3.2;0;7.6399075;CYP1A2
3;0;1;0.65;0;6.560420625;CYP1A2
3;0;1;0.13;0;5.818887625;CYP1A2
3;0;1;0.026;0;6.5549245;CYP1A2
3;0;0;3.2;0;7.1071435;CYP1A2
3;0;0;0.65;0;6.51309275;CYP1A2
3;0;0;0.13;0;6.08740525;CYP1A2
3;0;0;0.026;0;6.01265125;CYP1A2
3;0;0;0.0052;0;5.86061675;CYP1A2
1;1;1;3.25;1;8.62048;CYP1A2
1;1;1;0.65;1;8.502055125;CYP1A2
1;1;1;0.13;1;6.70818475;CYP1A2
1;1;0;3.25;1;10.01062225;CYP1A2
1;1;0;0.65;1;8.94715525;CYP1A2
1;1;0;0.13;1;7.44171725;CYP1A2
3;0;1;3.2;1;8.45496725;CYP1A2
3;0;1;0.65;1;9.568851;CYP1A2
3;0;1;0.13;1;7.53713225;CYP1A2
3;0;1;0.026;1;7.91543675;CYP1A2
3;0;1;0.0052;1;8.47181375;CYP1A2
3;0;0;3.2;1;9.8745955;CYP1A2
3;0;0;0.65;1;9.48934975;CYP1A2
3;0;0;0.13;1;9.06558725;CYP1A2
3;0;0;0.026;1;8.1740905;CYP1A2
3;0;0;0.0052;1;7.954310625;CYP1A2
4;0;1;3.2;0;11.20434975;CYP1A2
4;0;1;0.65;0;8.7721375;CYP1A2
4;0;1;0.13;0;7.90555525;CYP1A2
4;0;1;0.026;0;7.49955675;CYP1A2
4;0;1;0.0052;0;7.812828625;CYP1A2
4;0;0;3.2;0;12.32068775;CYP1A2
4;0;0;0.65;0;10.15045625;CYP1A2
4;0;0;0.13;0;8.414661;CYP1A2
4;0;0;0.026;0;7.4621345;CYP1A2
4;0;0;0.0052;0;7.117244;CYP1A2
2;1;1;3.25;0;10.3273355;CYP1A2
2;1;1;1.3;0;8.4598845;CYP1A2
2;1;1;0.65;0;7.591591375;CYP1A2
2;1;1;0.325;0;6.8384125;CYP1A2
2;1;0;3.25;0;10.98702025;CYP1A2
2;1;0;1.3;0;8.59563125;CYP1A2
2;1;0;0.65;0;7.85196675;CYP1A2
2;1;0;0.325;0;6.9773495;CYP1A2
4;0;1;3.2;1;7.19181625;CYP1A2
4;0;1;0.65;1;8.43600825;CYP1A2
4;0;1;0.13;1;7.594851875;CYP1A2
4;0;1;0.026;1;6.8963595;CYP1A2
4;0;0;3.2;1;6.80197575;CYP1A2
4;0;0;0.65;1;8.73855775;CYP1A2
4;0;0;0.13;1;8.40727225;CYP1A2
4;0;0;0.026;1;6.7688705;CYP1A2
4;0;0;0.0052;1;6.66431925;CYP1A2
2;1;1;3.25;1;7.5379695;CYP1A2
2;1;1;1.3;1;7.2027055;CYP1A2
2;1;1;0.65;1;7.738542875;CYP1A2
2;1;1;0.325;1;6.8533965;CYP1A2
2;1;1;0.13;1;6.647823;CYP1A2
2;1;0;3.25;1;7.5268765;CYP1A2
2;1;0;1.3;1;6.83067925;CYP1A2
2;1;0;0.65;1;7.88099725;CYP1A2
2;1;0;0.325;1;6.981253;CYP1A2
2;1;0;0.13;1;6.62739675;CYP1A2
3;1;1;3.25;0;9.39924875;CYP1A2
3;1;1;1.3;0;7.51427825;CYP1A2
3;1;1;0.65;0;6.69683675;CYP1A2
3;1;1;0.325;0;6.34463975;CYP1A2
3;1;1;0.13;0;7.3127585;CYP1A2
3;1;0;3.25;0;9.58452525;CYP1A2
3;1;0;1.3;0;7.02438;CYP1A2
3;1;0;0.65;0;6.657561875;CYP1A2
3;1;0;0.325;0;6.056286;CYP1A2
3;1;0;0.13;0;6.79278475;CYP1A2
5;0;1;3.2;0;8.31258875;CYP1A2
5;0;1;0.65;0;8.3013735;CYP1A2
5;0;1;0.13;0;8.3185695;CYP1A2
5;0;1;0.026;0;6.918386;CYP1A2
5;0;1;0.0052;0;6.36432;CYP1A2
5;0;0;3.2;0;7.945446;CYP1A2
5;0;0;0.65;0;7.9822105;CYP1A2
5;0;0;0.13;0;8.09011425;CYP1A2
5;0;0;0.026;0;6.304976;CYP1A2
5;0;0;0.0052;0;6.06759925;CYP1A2
3;1;1;3.25;1;6.104939125;CYP1A2
3;1;1;1.3;1;8.37186475;CYP1A2
3;1;1;0.65;1;7.28457675;CYP1A2
3;1;1;0.325;1;7.347268;CYP1A2
3;1;1;0.13;1;6.5412065;CYP1A2
3;1;0;3.25;1;6.7297955;CYP1A2
3;1;0;1.3;1;6.6603225;CYP1A2
3;1;0;0.65;1;7.2552915;CYP1A2
3;1;0;0.325;1;6.29449675;CYP1A2
3;1;0;0.13;1;6.8026245;CYP1A2
5;0;1;3.2;1;9.33047625;CYP1A2
5;0;1;0.65;1;8.98008475;CYP1A2
5;0;1;0.13;1;9.53383375;CYP1A2
5;0;1;0.026;1;7.423293;CYP1A2
5;0;1;0.0052;1;5.7566755;CYP1A2
5;0;0;3.2;1;9.78193475;CYP1A2
5;0;0;0.13;1;9.46788175;CYP1A2
5;0;0;0.026;1;7.7590555;CYP1A2
5;0;0;0.0052;1;5.579142125;CYP1A2
4;1;1;3.25;0;9.0841985;CYP1A2
4;1;1;1.3;0;6.96622725;CYP1A2
4;1;1;0.65;0;7.0914615;CYP1A2
4;1;1;0.325;0;6.2074265;CYP1A2
4;1;0;3.25;0;9.5842885;CYP1A2
4;1;0;1.3;0;6.8636235;CYP1A2
4;1;0;0.65;0;6.19796075;CYP1A2
4;1;0;0.325;0;5.007862;CYP1A2
4;1;1;3.25;1;7.27949575;CYP1A2
4;1;1;1.3;1;8.10468025;CYP1A2
4;1;1;0.65;1;6.828258375;CYP1A2
4;1;1;0.325;1;6.902475;CYP1A2
4;1;0;3.25;1;7.208898;CYP1A2
4;1;0;1.3;1;8.1190865;CYP1A2
4;1;0;0.65;1;8.04957175;CYP1A2
4;1;0;0.325;1;7.34892925;CYP1A2
4;1;0;0.13;1;6.1035915;CYP1A2
5;1;1;3.25;0;6.56378525;CYP1A2
5;1;1;1.3;0;6.68102225;CYP1A2
5;1;1;0.65;0;6.35259775;CYP1A2
5;1;0;3.25;0;6.599745;CYP1A2
5;1;0;1.3;0;6.90704575;CYP1A2
5;1;0;0.65;0;6.7584205;CYP1A2
5;1;0;0.325;0;6.59059025;CYP1A2
5;1;1;3.25;1;8.498864;CYP1A2
5;1;1;1.3;1;8.69753425;CYP1A2
5;1;1;0.65;1;6.898863625;CYP1A2
5;1;1;0.325;1;7.30105675;CYP1A2
5;1;0;3.25;1;9.80793925;CYP1A2
5;1;0;1.3;1;8.0007245;CYP1A2
5;1;0;0.65;1;7.6781315;CYP1A2
5;1;0;0.325;1;7.0544465;CYP1A2
1;0;1;3.2;0;1.9294885;CYP27A1
1;0;1;0.65;0;1.795609;CYP27A1
1;0;1;0.13;0;1.238842875;CYP27A1
1;0;1;0.026;0;21.93676625;CYP27A1
1;0;0;3.2;0;1.960312125;CYP27A1
1;0;0;0.65;0;2.12363075;CYP27A1
1;0;0;0.13;0;1.935656;CYP27A1
1;0;0;0.026;0;1.93305725;CYP27A1
1;0;0;0.0052;0;2.020759;CYP27A1
2;0;1;3.2;0;3.085813;CYP27A1
2;0;1;0.65;0;3.07531775;CYP27A1
2;0;1;0.13;0;2.20186175;CYP27A1
2;0;0;3.2;0;2.8726025;CYP27A1
2;0;0;0.65;0;2.9918385;CYP27A1
2;0;0;0.13;0;2.213383;CYP27A1
2;0;0;0.026;0;1.939863;CYP27A1
2;0;0;0.0052;0;2.51658775;CYP27A1
1;1;1;3.25;0;2.875513;CYP27A1
1;1;1;0.65;0;1.98329125;CYP27A1
1;1;0;3.25;0;2.61629425;CYP27A1
1;1;0;0.65;0;2.21551925;CYP27A1
1;0;1;3.2;1;3.141884;CYP27A1
1;0;1;0.65;1;2.48489275;CYP27A1
1;0;1;0.13;1;0.971979375;CYP27A1
1;0;1;0.026;1;2.08346725;CYP27A1
1;0;0;3.2;1;3.27917675;CYP27A1
1;0;0;0.65;1;2.60318275;CYP27A1
1;0;0;0.13;1;1.60604725;CYP27A1
1;0;0;0.026;1;1.42191625;CYP27A1
2;0;1;3.2;1;2.83166225;CYP27A1
2;0;1;0.65;1;2.78568225;CYP27A1
2;0;1;0.13;1;2.0854005;CYP27A1
2;0;1;0.026;1;2.088783125;CYP27A1
2;0;0;3.2;1;2.32573475;CYP27A1
2;0;0;0.65;1;2.60143375;CYP27A1
2;0;0;0.13;1;1.9360735;CYP27A1
2;0;0;0.026;1;2.34973;CYP27A1
2;0;0;0.0052;1;2.0782315;CYP27A1
3;0;1;3.2;0;3.008431;CYP27A1
3;0;1;0.65;0;2.216693625;CYP27A1
3;0;1;0.13;0;2.014888125;CYP27A1
3;0;1;0.026;0;2.9294085;CYP27A1
3;0;0;3.2;0;2.2009875;CYP27A1
3;0;0;0.65;0;2.29177925;CYP27A1
3;0;0;0.13;0;2.01493325;CYP27A1
3;0;0;0.026;0;2.18775125;CYP27A1
3;0;0;0.0052;0;2.21518175;CYP27A1
1;1;1;3.25;1;2.233881;CYP27A1
1;1;1;0.65;1;1.794269625;CYP27A1
1;1;1;0.13;1;1.84025675;CYP27A1
1;1;0;3.25;1;2.31034575;CYP27A1
1;1;0;0.65;1;2.11354575;CYP27A1
1;1;0;0.13;1;2.18528475;CYP27A1
3;0;1;3.2;1;3.25678325;CYP27A1
3;0;1;0.65;1;3.3789805;CYP27A1
3;0;1;0.13;1;2.23745075;CYP27A1
3;0;1;0.026;1;2.02962225;CYP27A1
3;0;1;0.0052;1;2.36793125;CYP27A1
3;0;0;3.2;1;3.1797895;CYP27A1
3;0;0;0.65;1;2.98693675;CYP27A1
3;0;0;0.13;1;2.31843225;CYP27A1
3;0;0;0.026;1;2.0860565;CYP27A1
3;0;0;0.0052;1;2.155079625;CYP27A1
4;0;1;3.2;0;2.60381075;CYP27A1
4;0;1;0.65;0;1.8707005;CYP27A1
4;0;1;0.13;0;1.18467575;CYP27A1
4;0;1;0.026;0;0.83166375;CYP27A1
4;0;1;0.0052;0;1.225166625;CYP27A1
4;0;0;3.2;0;2.80815175;CYP27A1
4;0;0;0.65;0;1.89007775;CYP27A1
4;0;0;0.13;0;1.5253095;CYP27A1
4;0;0;0.026;0;1.277978;CYP27A1
4;0;0;0.0052;0;1.332927;CYP27A1
2;1;1;3.25;0;2.7532835;CYP27A1
2;1;1;1.3;0;2.065407;CYP27A1
2;1;1;0.65;0;1.981116375;CYP27A1
2;1;1;0.325;0;1.4412515;CYP27A1
2;1;0;3.25;0;2.72674175;CYP27A1
2;1;0;1.3;0;2.24889625;CYP27A1
2;1;0;0.65;0;2.25535725;CYP27A1
2;1;0;0.325;0;1.8483515;CYP27A1
4;0;1;3.2;1;1.80574725;CYP27A1
4;0;1;0.65;1;2.16817575;CYP27A1
4;0;1;0.13;1;1.760997375;CYP27A1
4;0;1;0.026;1;1.507119;CYP27A1
4;0;0;3.2;1;1.14558075;CYP27A1
4;0;0;0.65;1;2.08142175;CYP27A1
4;0;0;0.13;1;1.77650875;CYP27A1
4;0;0;0.026;1;1.319161;CYP27A1
4;0;0;0.0052;1;1.52845575;CYP27A1
2;1;1;3.25;1;2.5225775;CYP27A1
2;1;1;1.3;1;2.6780405;CYP27A1
2;1;1;0.65;1;3.082535875;CYP27A1
2;1;1;0.325;1;2.1740615;CYP27A1
2;1;1;0.13;1;2.2412935;CYP27A1
2;1;0;3.25;1;1.280573;CYP27A1
2;1;0;1.3;1;2.17282325;CYP27A1
2;1;0;0.65;1;2.31628025;CYP27A1
2;1;0;0.325;1;2.0281455;CYP27A1
2;1;0;0.13;1;2.18528275;CYP27A1
3;1;1;3.25;0;2.28778175;CYP27A1
3;1;1;1.3;0;2.17827225;CYP27A1
3;1;1;0.65;0;2.02969075;CYP27A1
3;1;1;0.325;0;1.98711025;CYP27A1
3;1;1;0.13;0;2.122069;CYP27A1
3;1;0;3.25;0;1.74535775;CYP27A1
3;1;0;1.3;0;2.0523905;CYP27A1
3;1;0;0.65;0;1.916210875;CYP27A1
3;1;0;0.325;0;1.9428195;CYP27A1
3;1;0;0.13;0;2.05174575;CYP27A1
5;0;1;3.2;0;1.89922275;CYP27A1
5;0;1;0.65;0;2.003626;CYP27A1
5;0;1;0.13;0;2.009977;CYP27A1
5;0;1;0.026;0;1.479911;CYP27A1
5;0;1;0.0052;0;1.4908975;CYP27A1
5;0;0;3.2;0;1.391424;CYP27A1
5;0;0;0.65;0;1.802166;CYP27A1
5;0;0;0.13;0;1.97547225;CYP27A1
5;0;0;0.026;0;1.400606;CYP27A1
5;0;0;0.0052;0;1.43364575;CYP27A1
3;1;1;3.25;1;0.578993125;CYP27A1
3;1;1;1.3;1;2.05163225;CYP27A1
3;1;1;0.65;1;2.49774975;CYP27A1
3;1;1;0.325;1;2.1546395;CYP27A1
3;1;1;0.13;1;1.8244985;CYP27A1
3;1;0;3.25;1;1.229796;CYP27A1
3;1;0;1.3;1;1.7073425;CYP27A1
3;1;0;0.65;1;2.294931;CYP27A1
3;1;0;0.325;1;1.92796725;CYP27A1
3;1;0;0.13;1;1.77675;CYP27A1
5;0;1;3.2;1;2.75906425;CYP27A1
5;0;1;0.65;1;2.61498375;CYP27A1
5;0;1;0.13;1;2.97238175;CYP27A1
5;0;1;0.026;1;1.996423;CYP27A1
5;0;1;0.0052;1;2.2007435;CYP27A1
5;0;0;3.2;1;3.09429525;CYP27A1
5;0;0;0.13;1;2.72493475;CYP27A1
5;0;0;0.026;1;2.404883;CYP27A1
5;0;0;0.0052;1;2.215346625;CYP27A1
4;1;1;3.25;0;2.579343;CYP27A1
4;1;1;1.3;0;2.56404625;CYP27A1
4;1;1;0.65;0;2.6026715;CYP27A1
4;1;1;0.325;0;2.1709835;CYP27A1
4;1;0;3.25;0;2.660202;CYP27A1
4;1;0;1.3;0;2.2876925;CYP27A1
4;1;0;0.65;0;2.28118425;CYP27A1
4;1;0;0.325;0;1.893172;CYP27A1
4;1;1;3.25;1;2.79829075;CYP27A1
4;1;1;1.3;1;3.16006725;CYP27A1
4;1;1;0.65;1;2.436785875;CYP27A1
4;1;1;0.325;1;2.198402;CYP27A1
4;1;0;3.25;1;2.084694;CYP27A1
4;1;0;1.3;1;2.642387;CYP27A1
4;1;0;0.65;1;2.28968125;CYP27A1
4;1;0;0.325;1;2.33603175;CYP27A1
4;1;0;0.13;1;2.486464;CYP27A1
5;1;1;3.25;0;2.35663925;CYP27A1
5;1;1;1.3;0;2.42014975;CYP27A1
5;1;1;0.65;0;2.13654425;CYP27A1
5;1;0;3.25;0;1.8274895;CYP27A1
5;1;0;1.3;0;2.37347575;CYP27A1
5;1;0;0.65;0;1.763722;CYP27A1
5;1;0;0.325;0;1.70031575;CYP27A1
5;1;1;3.25;1;2.5239225;CYP27A1
5;1;1;1.3;1;2.50201625;CYP27A1
5;1;1;0.65;1;1.993450625;CYP27A1
5;1;1;0.325;1;1.79470075;CYP27A1
5;1;0;3.25;1;2.49763225;CYP27A1
5;1;0;1.3;1;2.105373;CYP27A1
5;1;0;0.65;1;2.156376;CYP27A1
5;1;0;0.325;1;1.670137;CYP27A1
1;0;1;3.2;0;3.4725985;CYP2B6
1;0;1;0.65;0;2.7104945;CYP2B6
1;0;1;0.13;0;2.602861875;CYP2B6
1;0;1;0.026;0;2.77968475;CYP2B6
1;0;0;3.2;0;3.360317625;CYP2B6
1;0;0;0.65;0;2.21479325;CYP2B6
1;0;0;0.13;0;2.3535775;CYP2B6
1;0;0;0.026;0;3.02425275;CYP2B6
1;0;0;0.0052;0;3.3764575;CYP2B6
2;0;1;3.2;0;4.8845265;CYP2B6
2;0;1;0.65;0;3.96545925;CYP2B6
2;0;1;0.13;0;3.31687525;CYP2B6
2;0;0;3.2;0;5.29292;CYP2B6
2;0;0;0.65;0;4.95646;CYP2B6
2;0;0;0.13;0;3.2910265;CYP2B6
2;0;0;0.026;0;3.683;CYP2B6
2;0;0;0.0052;0;4.09467725;CYP2B6
1;1;1;3.25;0;7.246916;CYP2B6
1;1;1;0.65;0;3.56801175;CYP2B6
1;1;0;3.25;0;6.80756525;CYP2B6
1;1;0;0.65;0;2.89225125;CYP2B6
1;0;1;3.2;1;5.064666;CYP2B6
1;0;1;0.65;1;3.77039675;CYP2B6
1;0;1;0.13;1;3.539267375;CYP2B6
1;0;1;0.026;1;3.16157925;CYP2B6
1;0;0;3.2;1;4.92275725;CYP2B6
1;0;0;0.65;1;3.86560675;CYP2B6
1;0;0;0.13;1;2.11119075;CYP2B6
1;0;0;0.026;1;2.99984125;CYP2B6
2;0;1;3.2;1;3.13924625;CYP2B6
2;0;1;0.65;1;3.07705125;CYP2B6
2;0;1;0.13;1;2.12657;CYP2B6
2;0;1;0.026;1;2.358588625;CYP2B6
2;0;0;3.2;1;2.87412375;CYP2B6
2;0;0;0.65;1;3.54648675;CYP2B6
2;0;0;0.13;1;2.348698;CYP2B6
2;0;0;0.026;1;3.180257;CYP2B6
2;0;0;0.0052;1;2.727049;CYP2B6
3;0;1;3.2;0;3.442471;CYP2B6
3;0;1;0.65;0;2.609143125;CYP2B6
3;0;1;0.13;0;2.549633625;CYP2B6
3;0;1;0.026;0;2.8351805;CYP2B6
3;0;0;3.2;0;5.1589845;CYP2B6
3;0;0;0.65;0;4.10270375;CYP2B6
3;0;0;0.13;0;2.65182625;CYP2B6
3;0;0;0.026;0;3.22481675;CYP2B6
3;0;0;0.0052;0;2.87050875;CYP2B6
1;1;1;3.25;1;5.804888;CYP2B6
